Property,Address,City,State,ZipCode,Phone,Unit,Beds,Baths,Beds_Baths,SqFt,Price,PricePerSqFt,RentalType,HasWasherDryer,HasAirConditioning,HasPool,HasSpa,HasGym,HasEVCharging,StorageFee,AllowsDogs,AllowsCats,ListingURL
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 561,2,2.0,2 Bed / 2 Bath,1087.0,3850.0,3.54,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 446,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 258,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 158,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 249,0,1.0,0 Bed / 1 Bath,579.0,2865.0,4.95,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 449,0,1.0,0 Bed / 1 Bath,579.0,2865.0,4.95,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 354,1,1.0,1 Bed / 1 Bath,728.0,2899.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 212,1,1.0,1 Bed / 1 Bath,728.0,2899.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 163,1,1.0,1 Bed / 1 Bath,728.0,2939.0,4.04,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 203,1,1.0,1 Bed / 1 Bath,750.0,3100.0,4.13,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 320,1,1.0,1 Bed / 1 Bath,750.0,3100.0,4.13,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 559,1,1.0,1 Bed / 1 Bath,750.0,3160.0,4.21,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 508,1,1.0,1 Bed / 1 Bath,830.0,3300.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 260,2,2.0,2 Bed / 2 Bath,1090.0,3611.0,3.31,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 364,2,2.0,2 Bed / 2 Bath,1090.0,3611.0,3.31,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 513,2,2.0,2 Bed / 2 Bath,1090.0,3871.0,3.55,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 115,2,2.0,2 Bed / 2 Bath,1253.0,4031.0,3.22,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 425,2,2.0,2 Bed / 2 Bath,1090.0,3831.0,3.51,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 202,2,2.0,2 Bed / 2 Bath,1217.0,3885.0,3.19,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 561,2,2.0,2 Bed / 2 Bath,1087.0,3850.0,3.54,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 446,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 258,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 158,0,1.0,0 Bed / 1 Bath,478.0,2360.0,4.94,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 249,0,1.0,0 Bed / 1 Bath,579.0,2865.0,4.95,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 449,0,1.0,0 Bed / 1 Bath,579.0,2865.0,4.95,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 354,1,1.0,1 Bed / 1 Bath,728.0,2899.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 212,1,1.0,1 Bed / 1 Bath,728.0,2899.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 163,1,1.0,1 Bed / 1 Bath,728.0,2939.0,4.04,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 203,1,1.0,1 Bed / 1 Bath,750.0,3100.0,4.13,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 320,1,1.0,1 Bed / 1 Bath,750.0,3100.0,4.13,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 559,1,1.0,1 Bed / 1 Bath,750.0,3160.0,4.21,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 508,1,1.0,1 Bed / 1 Bath,830.0,3300.0,3.98,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 260,2,2.0,2 Bed / 2 Bath,1090.0,3611.0,3.31,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 364,2,2.0,2 Bed / 2 Bath,1090.0,3611.0,3.31,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 513,2,2.0,2 Bed / 2 Bath,1090.0,3871.0,3.55,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 115,2,2.0,2 Bed / 2 Bath,1253.0,4031.0,3.22,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 425,2,2.0,2 Bed / 2 Bath,1090.0,3831.0,3.51,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 202,2,2.0,2 Bed / 2 Bath,1217.0,3885.0,3.19,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
The Townsend,"5075 Camino De La Siesta, San Diego, CA 92108",San Diego,CA,92108,8585001456,Unit 561,2,2.0,2 Bed / 2 Bath,1087.0,3850.0,3.54,Apartment,True,True,True,False,True,False,,False,False,https://www.apartments.com/the-townsend-san-diego-ca/q9q4nlw/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1309,0,1.0,0 Bed / 1 Bath,579.0,3210.0,5.54,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1509,0,1.0,0 Bed / 1 Bath,579.0,3230.0,5.58,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1209,0,1.0,0 Bed / 1 Bath,579.0,3235.0,5.59,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1410,0,1.0,0 Bed / 1 Bath,575.0,3230.0,5.62,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1207,0,1.0,0 Bed / 1 Bath,569.0,3315.0,5.83,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1304,0,1.0,0 Bed / 1 Bath,569.0,3650.0,6.41,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1006,0,1.0,0 Bed / 1 Bath,586.0,3470.0,5.92,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1406,0,1.0,0 Bed / 1 Bath,586.0,3590.0,6.13,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2110,1,1.0,1 Bed / 1 Bath,590.0,3300.0,5.59,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1309,0,1.0,0 Bed / 1 Bath,579.0,3210.0,5.54,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1509,0,1.0,0 Bed / 1 Bath,579.0,3230.0,5.58,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1209,0,1.0,0 Bed / 1 Bath,579.0,3235.0,5.59,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1410,0,1.0,0 Bed / 1 Bath,575.0,3230.0,5.62,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1207,0,1.0,0 Bed / 1 Bath,569.0,3315.0,5.83,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1304,0,1.0,0 Bed / 1 Bath,569.0,3650.0,6.41,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1006,0,1.0,0 Bed / 1 Bath,586.0,3470.0,5.92,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1406,0,1.0,0 Bed / 1 Bath,586.0,3590.0,6.13,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1413,1,1.0,1 Bed / 1 Bath,707.0,4020.0,5.69,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1713,1,1.0,1 Bed / 1 Bath,707.0,4115.0,5.82,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2213,1,1.0,1 Bed / 1 Bath,707.0,4425.0,6.26,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1100,1,1.0,1 Bed / 1 Bath,766.0,4100.0,5.35,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3200,1,1.0,1 Bed / 1 Bath,766.0,4675.0,6.1,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1500,1,1.0,1 Bed / 1 Bath,766.0,4195.0,5.48,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3109,1,1.0,1 Bed / 1 Bath,701.0,4270.0,6.09,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3209,1,1.0,1 Bed / 1 Bath,701.0,4300.0,6.13,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3409,1,1.0,1 Bed / 1 Bath,701.0,4435.0,6.33,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2905,1,1.0,1 Bed / 1 Bath,714.0,4350.0,6.09,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3404,1,1.0,1 Bed / 1 Bath,714.0,4975.0,6.97,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2212,1,1.0,1 Bed / 1 Bath,866.0,4950.0,5.72,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2012,1,1.0,1 Bed / 1 Bath,866.0,4915.0,5.68,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 0610,1,1.0,1 Bed / 1 Bath,950.0,5325.0,5.61,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2110,1,1.0,1 Bed / 1 Bath,590.0,3300.0,5.59,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 0908,2,2.0,2 Bed / 2 Bath,1078.0,5200.0,4.82,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1008,2,2.0,2 Bed / 2 Bath,1078.0,5225.0,4.85,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1708,2,2.0,2 Bed / 2 Bath,1078.0,5680.0,5.27,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1201,2,2.0,2 Bed / 2 Bath,1083.0,5725.0,5.29,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2401,2,2.0,2 Bed / 2 Bath,1083.0,6715.0,6.2,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1501,2,2.0,2 Bed / 2 Bath,1083.0,6070.0,5.6,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1103,2,2.0,2 Bed / 2 Bath,1108.0,5784.0,5.22,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1203,2,2.0,2 Bed / 2 Bath,1108.0,5834.0,5.27,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3301,2,2.5,2 Bed / 2 Bath,1472.0,11999.0,8.15,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3401,2,2.5,2 Bed / 2 Bath,1472.0,15165.0,10.3,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1309,0,1.0,0 Bed / 1 Bath,579.0,3210.0,5.54,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1509,0,1.0,0 Bed / 1 Bath,579.0,3230.0,5.58,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1209,0,1.0,0 Bed / 1 Bath,579.0,3235.0,5.59,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1410,0,1.0,0 Bed / 1 Bath,575.0,3230.0,5.62,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1207,0,1.0,0 Bed / 1 Bath,569.0,3315.0,5.83,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1304,0,1.0,0 Bed / 1 Bath,569.0,3650.0,6.41,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1006,0,1.0,0 Bed / 1 Bath,586.0,3470.0,5.92,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1406,0,1.0,0 Bed / 1 Bath,586.0,3590.0,6.13,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1413,1,1.0,1 Bed / 1 Bath,707.0,4020.0,5.69,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1713,1,1.0,1 Bed / 1 Bath,707.0,4115.0,5.82,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 2213,1,1.0,1 Bed / 1 Bath,707.0,4425.0,6.26,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1100,1,1.0,1 Bed / 1 Bath,766.0,4100.0,5.35,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3200,1,1.0,1 Bed / 1 Bath,766.0,4675.0,6.1,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 1500,1,1.0,1 Bed / 1 Bath,766.0,4195.0,5.48,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3109,1,1.0,1 Bed / 1 Bath,701.0,4270.0,6.09,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3209,1,1.0,1 Bed / 1 Bath,701.0,4300.0,6.13,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
Simone Little Italy,"1401 Union St, San Diego, CA 92101",San Diego,CA,92101,8582934311,Unit 3409,1,1.0,1 Bed / 1 Bath,701.0,4435.0,6.33,Apartment,True,True,True,True,True,False,,False,False,https://www.apartments.com/simone-little-italy-san-diego-ca/p5x9yhs/
