Property,Address,City,State,ZipCode,Phone,Unit,Beds,Baths,Beds_Baths,SqFt,Price,PricePerSqFt,RentalType,HasWasherDryer,HasAirConditioning,HasPool,HasSpa,HasGym,HasEVCharging,IsPetFriendly,ListingURL
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 22-203,2,2.0,2 Bed / 2 Bath,1112.0,3201.0,2.88,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-305,2,2.0,2 Bed / 2 Bath,1112.0,3265.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 15-301,2,2.0,2 Bed / 2 Bath,1140.0,3295.0,2.89,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 01-202,2,2.0,2 Bed / 2 Bath,1191.0,3337.0,2.8,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-305,2,2.0,2 Bed / 2 Bath,1236.0,3381.0,2.74,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-305,2,2.0,2 Bed / 2 Bath,1236.0,3352.0,2.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-303,2,2.0,2 Bed / 2 Bath,1236.0,3438.0,2.78,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-306,1,1.0,1 Bed / 1 Bath,844.0,2668.0,3.16,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-208,1,1.0,1 Bed / 1 Bath,844.0,2752.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-204,1,1.0,1 Bed / 1 Bath,844.0,2764.0,3.27,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 05-207,1,1.0,1 Bed / 1 Bath,688.0,2455.0,3.57,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-103,1,1.0,1 Bed / 1 Bath,888.0,2893.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 14-211,1,1.0,1 Bed / 1 Bath,888.0,2803.0,3.16,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 19-309,1,1.0,1 Bed / 1 Bath,888.0,2863.0,3.22,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 22-203,2,2.0,2 Bed / 2 Bath,1112.0,3201.0,2.88,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-305,2,2.0,2 Bed / 2 Bath,1112.0,3265.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 15-301,2,2.0,2 Bed / 2 Bath,1140.0,3295.0,2.89,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 01-202,2,2.0,2 Bed / 2 Bath,1191.0,3337.0,2.8,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-305,2,2.0,2 Bed / 2 Bath,1236.0,3381.0,2.74,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-305,2,2.0,2 Bed / 2 Bath,1236.0,3352.0,2.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-303,2,2.0,2 Bed / 2 Bath,1236.0,3438.0,2.78,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-306,1,1.0,1 Bed / 1 Bath,844.0,2668.0,3.16,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-208,1,1.0,1 Bed / 1 Bath,844.0,2752.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-204,1,1.0,1 Bed / 1 Bath,844.0,2764.0,3.27,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 05-207,1,1.0,1 Bed / 1 Bath,688.0,2455.0,3.57,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-103,1,1.0,1 Bed / 1 Bath,888.0,2893.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 14-211,1,1.0,1 Bed / 1 Bath,888.0,2803.0,3.16,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 19-309,1,1.0,1 Bed / 1 Bath,888.0,2863.0,3.22,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 22-203,2,2.0,2 Bed / 2 Bath,1112.0,3201.0,2.88,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 07-305,2,2.0,2 Bed / 2 Bath,1112.0,3265.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 15-301,2,2.0,2 Bed / 2 Bath,1140.0,3295.0,2.89,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 01-202,2,2.0,2 Bed / 2 Bath,1191.0,3337.0,2.8,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-305,2,2.0,2 Bed / 2 Bath,1236.0,3381.0,2.74,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 10-305,2,2.0,2 Bed / 2 Bath,1236.0,3352.0,2.71,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Boardwalk at Millenia,"1660 Metro Ave, Chula Vista, CA 91915",Chula Vista,CA,91915,6197549681,Unit 04-303,2,2.0,2 Bed / 2 Bath,1236.0,3438.0,2.78,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/boardwalk-at-millenia-chula-vista-ca/bl5h4s9/
Casa Aldea at University City Village,"6132 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001299,Unit 5928,1,1.0,1 Bed / 1 Bath,675.0,2275.0,3.37,Apartment,False,True,True,True,False,False,True,https://www.apartments.com/casa-aldea-at-university-city-village-san-diego-ca/fh3583s/
Casa Aldea at University City Village,"6132 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001299,Unit 5928,1,1.0,1 Bed / 1 Bath,675.0,2275.0,3.37,Apartment,False,True,True,True,False,False,True,https://www.apartments.com/casa-aldea-at-university-city-village-san-diego-ca/fh3583s/
Casa Aldea at University City Village,"6132 Gullstrand St, San Diego, CA 92122",San Diego,CA,92122,8585001299,Unit 5928,1,1.0,1 Bed / 1 Bath,675.0,2275.0,3.37,Apartment,False,True,True,True,False,False,True,https://www.apartments.com/casa-aldea-at-university-city-village-san-diego-ca/fh3583s/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 202,0,1.0,0 Bed / 1 Bath,637.0,2399.0,3.77,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 509,0,1.0,0 Bed / 1 Bath,564.0,2580.0,4.57,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 507,2,2.0,2 Bed / 2 Bath,1217.0,3549.0,2.92,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 508,2,2.0,2 Bed / 2 Bath,1073.0,3499.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 519,2,2.0,2 Bed / 2 Bath,1054.0,3715.0,3.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 319,2,2.0,2 Bed / 2 Bath,1054.0,3665.0,3.48,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 202,0,1.0,0 Bed / 1 Bath,637.0,2399.0,3.77,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 509,0,1.0,0 Bed / 1 Bath,564.0,2580.0,4.57,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 507,2,2.0,2 Bed / 2 Bath,1217.0,3549.0,2.92,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 212,2,2.0,2 Bed / 2 Bath,1326.0,4256.0,3.21,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 508,2,2.0,2 Bed / 2 Bath,1073.0,3499.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 519,2,2.0,2 Bed / 2 Bath,1054.0,3715.0,3.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 319,2,2.0,2 Bed / 2 Bath,1054.0,3665.0,3.48,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 202,0,1.0,0 Bed / 1 Bath,637.0,2399.0,3.77,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 509,0,1.0,0 Bed / 1 Bath,564.0,2580.0,4.57,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 507,2,2.0,2 Bed / 2 Bath,1217.0,3549.0,2.92,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 212,2,2.0,2 Bed / 2 Bath,1326.0,4256.0,3.21,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 508,2,2.0,2 Bed / 2 Bath,1073.0,3499.0,3.26,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 519,2,2.0,2 Bed / 2 Bath,1054.0,3715.0,3.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
F11 East Village,"1110 F St, San Diego, CA 92101",San Diego,CA,92101,6197371967,Unit 319,2,2.0,2 Bed / 2 Bath,1054.0,3665.0,3.48,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/f11-east-village-san-diego-ca/r543wr2/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-105,1,1.0,1 Bed / 1 Bath,778.0,3040.0,3.91,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-104,1,1.0,1 Bed / 1 Bath,760.0,3012.0,3.96,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 5-202,1,1.0,1 Bed / 1 Bath,675.0,3167.0,4.69,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 1-107,1,1.0,1 Bed / 1 Bath,651.0,2944.0,4.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-104,1,1.0,1 Bed / 1 Bath,651.0,3034.0,4.66,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-211,2,2.0,2 Bed / 2 Bath,1079.0,3587.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 3-212,2,2.0,2 Bed / 2 Bath,1079.0,3597.0,3.33,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-311,2,2.0,2 Bed / 2 Bath,1079.0,3577.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-203,2,2.0,2 Bed / 2 Bath,1174.0,3592.0,3.06,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-306,2,2.0,2 Bed / 2 Bath,1227.0,3612.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-107,2,2.0,2 Bed / 2 Bath,1093.0,3606.0,3.3,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 11-210,2,2.0,2 Bed / 2 Bath,1093.0,3751.0,3.43,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-301,2,2.0,2 Bed / 2 Bath,1093.0,3761.0,3.44,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-105,1,1.0,1 Bed / 1 Bath,778.0,3040.0,3.91,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-104,1,1.0,1 Bed / 1 Bath,760.0,3012.0,3.96,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 5-202,1,1.0,1 Bed / 1 Bath,675.0,3167.0,4.69,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 1-107,1,1.0,1 Bed / 1 Bath,651.0,2944.0,4.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-104,1,1.0,1 Bed / 1 Bath,651.0,3034.0,4.66,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-211,2,2.0,2 Bed / 2 Bath,1079.0,3587.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 3-212,2,2.0,2 Bed / 2 Bath,1079.0,3597.0,3.33,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-311,2,2.0,2 Bed / 2 Bath,1079.0,3577.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-203,2,2.0,2 Bed / 2 Bath,1174.0,3592.0,3.06,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-306,2,2.0,2 Bed / 2 Bath,1227.0,3612.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-107,2,2.0,2 Bed / 2 Bath,1093.0,3606.0,3.3,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 11-210,2,2.0,2 Bed / 2 Bath,1093.0,3751.0,3.43,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-301,2,2.0,2 Bed / 2 Bath,1093.0,3761.0,3.44,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-105,1,1.0,1 Bed / 1 Bath,778.0,3040.0,3.91,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-104,1,1.0,1 Bed / 1 Bath,760.0,3012.0,3.96,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 5-202,1,1.0,1 Bed / 1 Bath,675.0,3167.0,4.69,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 1-107,1,1.0,1 Bed / 1 Bath,651.0,2944.0,4.52,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-104,1,1.0,1 Bed / 1 Bath,651.0,3034.0,4.66,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-211,2,2.0,2 Bed / 2 Bath,1079.0,3587.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 3-212,2,2.0,2 Bed / 2 Bath,1079.0,3597.0,3.33,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 8-311,2,2.0,2 Bed / 2 Bath,1079.0,3577.0,3.32,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-203,2,2.0,2 Bed / 2 Bath,1174.0,3592.0,3.06,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 4-306,2,2.0,2 Bed / 2 Bath,1227.0,3612.0,2.94,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 6-107,2,2.0,2 Bed / 2 Bath,1093.0,3606.0,3.3,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 11-210,2,2.0,2 Bed / 2 Bath,1093.0,3751.0,3.43,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Circa 37,"7800 Westside Dr, San Diego, CA 92108",San Diego,CA,92108,8585001245,Unit 9-301,2,2.0,2 Bed / 2 Bath,1093.0,3761.0,3.44,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/circa-37-san-diego-ca/y8md18s/
Dylan Point Loma,"2930 Barnard St, San Diego, CA 92110",San Diego,CA,92110,6193047752,Unit 7202,1,1.0,1 Bed / 1 Bath,828.0,3388.0,4.09,Apartment,True,True,True,True,True,False,True,https://www.apartments.com/dylan-point-loma-san-diego-ca/zn1v4rw/
